,Query,GWAS Trait,RS Number,Position (GRCh38),Alleles,R2,D',Risk Allele,Effect Size (95% CI),Beta or OR,P-value,{
170,rs2038255,C-reactive protein levels (MTAG),rs11156875,chr14:35150610,"A=0.838, G=0.162",0.9036321848943129,0.9851818027824628,NR,0.01489,0.0097-0.0201,3e-08,
171,rs2038255,C-reactive protein levels,rs146424514,chr14:35152187,"A=0.16, G=0.84",0.9174197079043678,1.0,NR,0.0159,0.011-0.021,7e-09,
172,rs2038255,Atopic dermatitis,rs12586305,chr14:35185261,"G=0.153, T=0.847",0.8432356142762458,0.9843158042437754,0.841,0.91,0.89-0.94,8.000000000000001e-11,
173,rs58531167,Ebbinghaus illusion (overestimation),rs11864325,chr16:18170980,"A=0.649, G=0.351",0.8258136009296098,1.0,NR,0.23,0.17-0.29,4e-16,
174,rs11202934,Estimated glomerular filtration rate (creatinine),rs10788623,chr10:80439659,"A=0.487, G=0.513",0.8162102910200748,1.0,0.474,8.562999999999999,,1e-17,
175,rs11202934,Common executive function,rs11202929,chr10:80444940,"A=0.468, G=0.532",0.9684317713033588,0.9959561853080092,NR,,,6e-10,
176,rs11202934,Parental longevity (mother's age at death),rs1870145,chr10:80446592,"A=0.536, C=0.464",0.9920363194496671,1.0,NR,0.01376,0.0084-0.0191,4e-07,
177,rs11202934,Lung function (FEV1/FVC),rs7075355,chr10:80449122,"A=0.573, G=0.427",0.8461512608076028,0.9870266087778876,NR,,,6e-21,
178,rs11202934,Birth weight,rs7075355,chr10:80449122,"A=0.573, G=0.427",0.8461512608076028,0.9870266087778876,0.533013,0.014565,0.0095-0.0196,2e-08,
179,rs11202934,Pulse pressure,rs10887914,chr10:80455532,"C=0.577, T=0.423",0.8249472011537707,0.9825397238638236,0.4644,0.1327,0.099-0.166,1e-14,
180,rs4579913,Body mass index,rs497221,chr11:54688600,"A=0.478, G=0.522",0.8451126541231805,0.9663826232247285,NR,0.04423,0.025-0.063,7.000000000000001e-06,
181,rs4579913,N-acetyl-aspartyl-glutamate (NAAG) levels in elite athletes,rs1791433,chr11:54733386,"C=0.543, T=0.457",0.8684212589470026,0.9393917486022748,NR,0.30857596,0.19-0.43,7e-07,
182,rs4129798,Proliferative diabetic retinopathy (vs no DR),rs4129798,chr3:18239506,"A=0.679, T=0.321",1.0,1.0,NR,1.8181817999999998,,2e-06,
183,rs4833907,acne vulgaris,rs160056,chr4:123213554,"C=0.293, G=0.707",0.90485490410087,0.990172422214624,0.235,1.05,1.03-1.07,8e-06,
184,rs4833907,Whole brain free water diffusion (multivariate analysis),rs303132,chr4:123226927,"G=0.706, T=0.294",0.9092619460343818,0.990205623490926,NR,,,2e-09,
185,rs4833907,Itch intensity from mosquito bite,rs13129280,chr4:123249252,"G=0.305, T=0.695",0.9585717700979852,0.9905565620629124,NR,0.0253984,0.018-0.033,1e-10,
186,rs4833907,Facial wrinkles (under eye),rs12503455,chr4:123250668,"G=0.299, T=0.701",0.931484719669942,0.99036832077513,0.41,0.99,,5e-10,
187,rs4833907,Vertex-wise cortical thickness,rs13104678,chr4:123258359,"G=0.304, T=0.696",0.9540250104820373,0.9905257011546214,0.31,6.8,,1.0000000000000001e-11,
188,rs4833907,acne vulgaris,rs13104688,chr4:123258364,"G=0.304, T=0.696",0.9540250104820373,0.9905257011546214,0.3426,1.11,1.08–1.13,6e-16,
189,rs4833907,Whole brain restricted isotropic diffusion (multivariate analysis),rs4833885,chr4:123263477,"C=0.691, T=0.309",0.9861035277411958,0.9953390105358748,NR,,,1e-10,
190,rs4833907,Acne (severe),rs4487353,chr4:123332634,"A=0.689, G=0.311",0.9953687932161568,1.0,0.33,1.14,1.09-1.20,2e-09,
191,rs4833907,Vertex-wise sulcal depth,rs4487353,chr4:123332634,"A=0.689, G=0.311",0.9953687932161568,1.0,0.31,13.88,,9e-44,
192,rs4833907,Facial wrinkles (under eye),rs6852639,chr4:123350987,"G=0.687, T=0.313",0.8963058500111679,0.9533377861887268,0.42,0.89,,3e-08,
193,rs55845370,Coronary artery disease,rs6088590,chr20:34725762,"C=0.394, T=0.606",0.8349965478517603,0.9862568306010928,0.6139,0.0338,0.023-0.045,2e-09,
194,rs55845370,Coronary artery disease,rs6088595,chr20:34770696,"A=0.366, T=0.634",0.8120316900402647,0.9167798676419366,0.364,1.034,1.023-1.044,1e-10,
195,rs55845370,Estimated glomerular filtration rate in non-diabetics,rs13040449,chr20:34771098,"A=0.383, T=0.617",0.8747727963894338,0.9865002683843264,0.359,0.575,0.47-0.68,2.0000000000000002e-24,
196,rs55845370,Smoking initiation,rs6120723,chr20:34776852,"C=0.617, T=0.383",0.8747727963894338,0.9865002683843264,0.362,0.007090000000000001,0.0055-0.0087,2e-18,
197,rs55845370,Smoking initiation,rs6120724,chr20:34778667,"C=0.62, T=0.38",0.8620515506476029,0.973130341880342,0.36,0.00716,0.0056-0.0087,1e-18,
198,rs55845370,Smoking initiation,rs6119522,chr20:34778678,"A=0.38, G=0.62",0.8620515506476029,0.973130341880342,0.36,0.0071400000000000005,0.0056-0.0087,1e-18,
199,rs55845370,Urate levels,rs6119524,chr20:34786010,"C=0.617, T=0.383",0.8747727963894338,0.9865002683843264,0.3426,0.0197,0.013-0.026/,4e-09,
200,rs55845370,Urate levels,rs6119524,chr20:34786010,"C=0.617, T=0.383",0.8747727963894338,0.9865002683843264,0.3407,0.0234,0.014-0.033/,1e-06,
201,rs55845370,Serum uric acid levels,rs55845370,chr20:34845826,"A=0.642, G=0.358",1.0,1.0,NR,0.0152,0.011-0.019,5e-15,
202,rs55845370,Estimated glomerular filtration rate (creatinine),rs2076668,chr20:34849818,"A=0.381, G=0.619",0.8822503269627461,0.9865436062065276,0.36554999333933,0.003911765,0.0034-0.0044,2.9999999999999997e-52,
203,rs55845370,Estimated glomerular filtration rate (creatinine),rs2076668,chr20:34849818,"A=0.381, G=0.619",0.8822503269627461,0.9865436062065276,0.3847,0.00348852,0.0029-0.0041,3e-31,
204,rs55845370,Estimated glomerular filtration rate (creatinine),rs2076668,chr20:34849818,"A=0.381, G=0.619",0.8822503269627461,0.9865436062065276,0.363,16.226,,3e-59,
205,rs55845370,Coronary artery disease,rs11698996,chr20:34861936,"C=0.634, G=0.366",0.8198093493008632,0.9211598746081504,0.645,0.034,0.02-0.048,2e-07,
206,rs55845370,Schizophrenia,rs2236270,chr20:34935352,"G=0.618, T=0.382",0.8625717185899034,0.9775366202215076,0.679,0.9652200000000001,0.95-0.98,6e-06,
207,Warning(s):,,,,,,,,,,,
208,The following RS number(s) or coordinate(s) inputs have warnings: rs371343694,,,,,,,,,,,
0,rs10764294,Lung function (FEV1/FVC),rs4748734,chr10:20921609,"G=0.3, T=0.7",0.8270826950562272,0.9359423981191224,NR,,,2e-14,
1,rs10764294,Lung function (FEV1/FVC),rs11012405,chr10:20939599,"A=0.684, G=0.316",0.87628684867011,1.0,0.633,6.522,,6.999999999999999e-11,
2,rs10415880,Height,rs10415880,chr19:49685899,"A=0.342, G=0.658",1.0,1.0,0.293,0.0081,0.0067-0.0095,1e-30,
3,rs62089321,Nonalcoholic fatty liver disease (imputed),rs2279162,chr17:75263002,"C=0.32, T=0.68",0.928405932863808,0.9952248044353308,NR,0.00546805,0.0035-0.0074,4e-08,
4,rs62089321,Triglyceride levels,rs3744231,chr17:75272720,"C=0.314, T=0.686",0.9184426202075694,0.9763316393751176,0.701277,0.010301799999999998,0.0073-0.0133,5e-08,
5,rs62089321,Hemoglobin,rs3744231,chr17:75272720,"C=0.314, T=0.686",0.9184426202075694,0.9763316393751176,NR,0.0111,0.0074-0.0148,9e-09,
6,rs62089321,Triglyceride levels,rs7222784,chr17:75275979,"A=0.671, T=0.329",0.8653549908172957,0.9806445406445408,NR,,,1e-12,
7,rs62089321,Hematocrit,rs62089321,chr17:75276470,"C=0.306, T=0.694",1.0,1.0,NR,0.0117,0.0078-0.0156,7e-09,
8,rs62089321,High light scatter reticulocyte percentage of red cells,rs11077783,chr17:75279666,"A=0.664, G=0.336",0.8635701281299714,0.995110428493662,0.683831,0.014532759,0.0098-0.0193,2e-09,
9,rs62089321,High light scatter reticulocyte count,rs11077783,chr17:75279666,"A=0.664, G=0.336",0.8635701281299714,0.995110428493662,0.683842,0.015419951999999999,0.011-0.02,2e-10,
10,rs62089321,Cholesterol to total lipids ratio in large HDL,rs11077783,chr17:75279666,"A=0.664, G=0.336",0.8635701281299714,0.995110428493662,0.317586,0.0241012,0.016-0.032,1e-08,
11,rs62089321,Cholesteryl esters to total lipids ratio in large HDL,rs11077783,chr17:75279666,"A=0.664, G=0.336",0.8635701281299714,0.995110428493662,0.317586,0.023528099999999996,0.015-0.032,4e-08,
12,rs62089321,Triglycerides to total lipids ratio in very large HDL,rs11077783,chr17:75279666,"A=0.664, G=0.336",0.8635701281299714,0.995110428493662,0.317593,0.0237338,0.015-0.032,2e-08,
13,rs62282513,Sib-shared facial trait 545; Facial segment 21; 3D morphology of the nose sides,rs78199530,chr3:195805919,"C=0.202, T=0.798",0.8558767761595318,0.9930784420302321,NR,0.029456299999999998,0.019-0.04,9e-09,
14,rs510601,Peptidyl-prolyl cis-trans isomerase E levels,rs580699,chr1:39740838,"A=0.32, G=0.68",0.819661551699412,1.0,0.231857,0.24361,0.18-0.31,1e-13,
15,rs112959066,Serum alkaline phosphatase levels,rs11216930,chr11:118618067,"A=0.777, C=0.223",0.9096371119484052,0.9878637262944554,NR,0.0368,0.027-0.046,4e-14,
16,rs112959066,Serum alkaline phosphatase levels,rs11216930,chr11:118618067,"A=0.777, C=0.223",0.9096371119484052,0.9878637262944554,NR,0.03955,0.029-0.05,2e-13,
17,rs112959066,Serum alkaline phosphatase levels,rs11216930,chr11:118618067,"A=0.777, C=0.223",0.9096371119484052,0.9878637262944554,NR,0.0375,0.033-0.042,9.999999999999999e-55,
18,rs112959066,Serum alkaline phosphatase levels,rs11216930,chr11:118618067,"A=0.777, C=0.223",0.9096371119484052,0.9878637262944554,0.206237,0.0451469,0.036-0.055,3e-21,
19,rs112959066,Height,rs11216930,chr11:118618067,"A=0.777, C=0.223",0.9096371119484052,0.9878637262944554,0.223,0.0106,0.0092-0.012,2.9999999999999995e-46,
20,rs112959066,Blood urea nitrogen levels,rs10892247,chr11:118619361,"A=0.215, G=0.785",0.907416376233992,0.9639598758060663,NR,0.013999999999999999,0.0095-0.0185,3e-09,
21,rs112959066,Celiac disease,rs45565037,chr11:118625403,"A=0.216, G=0.784",0.9132970763164062,0.9699284979792908,NR,0.124,,2e-08,
22,rs112959066,Liver enzyme levels (alkaline phosphatase),rs11216938,chr11:118643907,"C=0.783, T=0.217",0.919192851372602,0.9759122689397568,0.773911,0.00381696,0.0033-0.0044,7e-38,
23,rs112959066,Vertex-wise cortical surface area,rs2276065,chr11:118659902,"C=0.217, T=0.783",0.8966450807490782,0.9638684034096352,0.22,6.4,,2e-10,
24,rs112959066,Serum alkaline phosphatase levels,rs10790256,chr11:118663373,"C=0.785, T=0.215",0.907416376233992,0.9639598758060663,0.222,0.03,0.04-0.02,1e-09,
25,rs112959066,Cortical surface area,rs12225548,chr11:118665131,"C=0.787, G=0.213",0.9070090276123074,0.9580593672574804,0.2217,,,1.0000000000000001e-11,
26,rs112959066,Serum alkaline phosphatase levels,rs12225548,chr11:118665131,"C=0.787, G=0.213",0.9070090276123074,0.9580593672574804,0.77,13.0,-,6.999999999999999e-39,
27,rs11202923,Estimated glomerular filtration rate (creatinine),rs10788623,chr10:80439659,"A=0.487, G=0.513",0.9162275920542636,1.0,0.474,8.562999999999999,,1e-17,
28,rs11202923,Sunburns,rs7087356,chr10:80441547,"A=0.523, T=0.477",0.8044003040070236,0.9222249348958332,NR,,,1e-08,
29,rs11202923,Blood urea nitrogen levels,rs7087356,chr10:80441547,"A=0.523, T=0.477",0.8044003040070236,0.9222249348958332,0.5091,0.0026,0.0016-0.0036,3e-07,
30,rs11202923,Estimated glomerular filtration rate (creatinine),rs7087356,chr10:80441547,"A=0.523, T=0.477",0.8044003040070236,0.9222249348958332,0.495736495217223,0.0020647058,0.0016-0.0026,9.999999999999999e-16,
31,rs11202923,Estimated glomerular filtration rate (cystatin c),rs7087356,chr10:80441547,"A=0.523, T=0.477",0.8044003040070236,0.9222249348958332,0.5047,0.0022,0.0012-0.0032,1e-06,
32,rs11202923,Common executive function,rs11202929,chr10:80444940,"A=0.468, G=0.532",0.8599403570292565,0.9707985005307856,NR,,,6e-10,
33,rs11202923,Parental longevity (mother's age at death),rs1870145,chr10:80446592,"A=0.536, C=0.464",0.8829401067870803,0.9915852516059958,NR,0.01376,0.0084-0.0191,4e-07,
34,rs9260532,Neutrophil percentage of white cells,rs9260639,chr6:29955646,"C=0.841, T=0.159",0.9496061399534342,0.992523781212842,0.1389,0.03938988,0.029-0.05,2e-14,
35,rs7782419,Breast cancer specific mortality in estrogen receptor positive breast cancer,rs4717568,chr7:70935714,"C=0.609, T=0.391",0.8409087026550167,0.9730228608460524,NR,0.88204163,0.84-0.92,1e-07,
36,rs1048990,Bipolar disorder lithium response (continuous) or schizophrenia,rs79403677,chr14:35069925,"G=0.158, T=0.842",0.8316270520245317,0.9322908487200772,NR,,,2e-08,
37,rs1048990,Atopic dermatitis,rs2143950,chr14:35103151,"C=0.838, T=0.162",0.8596498419231265,0.9339524229846152,0.17,1.08,1.06-1.10,1.9999999999999998e-15,
38,rs1048990,Atopic dermatitis,rs2143950,chr14:35103151,"C=0.838, T=0.162",0.8596498419231265,0.9339524229846152,0.17,,,9e-10,
39,rs1048990,Lymphocyte count,rs57075379,chr14:35108595,"A=0.838, G=0.162",0.8596498419231265,0.9339524229846152,0.166991,0.027978797000000003,0.022-0.034,9.000000000000001e-21,
40,rs1048990,Schizophrenia,rs11156875,chr14:35150610,"A=0.838, G=0.162",0.8596498419231265,0.9339524229846152,NR,1.07,,3e-07,
41,rs1048990,C-reactive protein levels (MTAG),rs11156875,chr14:35150610,"A=0.838, G=0.162",0.8596498419231265,0.9339524229846152,NR,0.01489,0.0097-0.0201,3e-08,
42,rs1048990,C-reactive protein levels,rs146424514,chr14:35152187,"A=0.16, G=0.84",0.8727505376061204,0.947991521480639,NR,0.0159,0.011-0.021,7e-09,
43,rs1048990,Atopic dermatitis,rs12586305,chr14:35185261,"G=0.153, T=0.847",0.9212832550860721,1.0,0.841,0.91,0.89-0.94,8.000000000000001e-11,
44,rs1048990,"Allergic disease (asthma, hay fever or eczema)",rs1048990,chr14:35292469,"C=0.836, G=0.164",1.0,1.0,0.16,1.0390000000000001,1.03-1.05,1e-08,
45,rs1048990,Eczema,rs78426265,chr14:35293785,"A=0.837, T=0.163",0.9927589433527676,1.0,0.1635,1.139,1.093-1.188,3e-09,
46,rs75774363,Crohn's disease,rs13361189,chr5:150843825,"C=0.104, T=0.896",1.0,1.0,0.08,1.38,1.15-1.66,2e-10,
47,rs75774363,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)",rs11749391,chr5:150849504,"C=0.105, T=0.895",0.9894666303687728,1.0,NR,,,2e-42,
48,rs75774363,Crohn's disease vs rheumatoid arthritis (ordinary least squares (OLS)),rs147018773,chr5:150858959,"C=0.894, T=0.106",0.9791301461512132,1.0,NR,0.05,,2e-09,
49,rs75774363,Crohn's disease,rs1000113,chr5:150860514,"C=0.896, T=0.104",0.9579175514850954,0.9787326251255221,0.07,1.54,1.31-1.82,3e-07,
50,rs75774363,Crohn's disease,rs11747270,chr5:150879305,"A=0.894, G=0.106",0.9791301461512132,1.0,0.09,1.33,,3e-16,
51,rs75774363,Crohn's disease,rs7714584,chr5:150890858,"A=0.894, G=0.106",0.9791301461512132,1.0,0.088,1.37,1.28-1.47,8e-19,
52,rs75774363,Inflammatory bowel disease,rs11741861,chr5:150898347,"A=0.896, G=0.104",0.9579175514850954,0.9787326251255221,NR,,,3e-15,
53,rs75774363,Crohn's disease,rs11741861,chr5:150898347,"A=0.896, G=0.104",0.9579175514850954,0.9787326251255221,NR,,,2e-19,
54,rs75774363,Crohn's disease,rs11741861,chr5:150898347,"A=0.896, G=0.104",0.9579175514850954,0.9787326251255221,0.07656,1.3292114,1.29-1.37,5.999999999999999e-44,
55,rs75774363,Inflammatory bowel disease,rs11741861,chr5:150898347,"A=0.896, G=0.104",0.9579175514850954,0.9787326251255221,0.093,1.249,1.186-1.314,2.9999999999999996e-37,
56,rs75774363,Ulcerative colitis,rs11741861,chr5:150898347,"A=0.896, G=0.104",0.9579175514850954,0.9787326251255221,0.07656,1.128044,1.08-1.17,7e-08,
57,rs75774363,Inflammatory bowel disease,rs17800987,chr5:150943866,"A=0.885, G=0.115",0.8187767929465325,0.9569395398608882,NR,,,1.9999999999999997e-31,
58,rs7257526,Neutrophil count,rs251857,chr19:39428898,"C=0.555, T=0.445",0.8092594207683038,0.9329165624739518,NR,0.015,0.011-0.019,1e-12,
59,rs7257526,White blood cell count,rs1865092,chr19:39445377,"A=0.557, G=0.443",0.8382936068884527,0.945689368770764,NR,0.0123,0.0086-0.016,3e-10,
60,rs7257526,Neutrophil count,rs12609112,chr19:39450011,"C=0.44, T=0.56",0.834158643539788,0.9376678094923376,0.520068,0.015469,0.012-0.019,9e-16,
61,rs7257526,White blood cell count,rs8107194,chr19:39451929,"C=0.438, T=0.562",0.8487593710927314,0.9420292241201892,NR,,,3e-10,
62,rs7257526,Neutrophil count,rs10424217,chr19:39456187,"A=0.546, G=0.454",0.8074372811248454,0.9488626254924388,0.502337,,,6.999999999999999e-15,
63,rs7257526,White blood cell count,rs10424217,chr19:39456187,"A=0.546, G=0.454",0.8074372811248454,0.9488626254924388,0.498629,,,9.000000000000001e-14,
64,rs3801471,Eosinophil counts,rs6978677,chr7:76006922,"C=0.714, T=0.286",0.8016300974321634,0.9743910883023786,0.733078,0.017999328999999998,0.013-0.023,2e-12,
65,rs3801471,Schizophrenia,rs10085567,chr7:76104888,"A=0.674, C=0.326",0.9641049823385792,0.9908408900542628,NR,1.1086475,1.06-1.16,2e-07,
66,rs3801471,Parental longevity (father's age at death),rs9691174,chr7:76161087,"C=0.328, T=0.672",0.9553829318861776,0.9908137920958434,NR,0.01463,0.0091-0.0202,3e-07,
67,rs634475,Family history of Alzheimer's disease,rs11605427,chr11:60161199,"C=0.4, G=0.6",0.8167512007606301,0.9866177135711816,NR,,,6e-06,
68,rs634475,Alzheimer's disease or family history of Alzheimer's disease,rs11605427,chr11:60161199,"C=0.4, G=0.6",0.8167512007606301,0.9866177135711816,NR,,,8e-17,
69,rs634475,Alzheimer's disease,rs610932,chr11:60171834,"G=0.564, T=0.436",0.9523016220292824,0.9877456055936559,0.58,1.11,1.09-1.15,2e-14,
70,rs634475,Fibrinogen levels,rs7935829,chr11:60175342,"A=0.595, G=0.405",0.856584944945696,1.0,NR,0.0056,,6e-08,
71,rs634475,Alzheimer's disease (late onset),rs7935829,chr11:60175342,"A=0.595, G=0.405",0.856584944945696,1.0,NR,7.1575665,-,8e-13,
72,rs634475,Factor VII activity,rs7935829,chr11:60175342,"A=0.595, G=0.405",0.856584944945696,1.0,0.39,0.018000000000000002,0.014-0.022,6e-18,
73,rs634475,Factor VII activity,rs7935829,chr11:60175342,"A=0.595, G=0.405",0.856584944945696,1.0,0.4,0.018000000000000002,,4e-16,
74,rs634475,Venous thromboembolism or fibrinogen levels (pleiotropy),rs7935829,chr11:60175342,"A=0.595, G=0.405",0.856584944945696,1.0,NR,,,5e-10,
75,rs634475,Fibrinogen levels or plasminogen activator inhibitor 1 levels (pleiotropy),rs7935829,chr11:60175342,"A=0.595, G=0.405",0.856584944945696,1.0,NR,,,5e-10,
76,rs634475,Fibrinogen levels or tissue plasminogen activator levels (pleiotropy),rs7935829,chr11:60175342,"A=0.595, G=0.405",0.856584944945696,1.0,NR,,,5e-10,
77,rs634475,Fibrinogen levels or factor VII levels (pleiotropy),rs7935829,chr11:60175342,"A=0.595, G=0.405",0.856584944945696,1.0,NR,,,3e-27,
78,rs634475,Coronary artery disease or fibrinogen levels (pleiotropy),rs7935829,chr11:60175342,"A=0.595, G=0.405",0.856584944945696,1.0,NR,,,2e-09,
79,rs634475,Fibrinogen levels or factor VII levels or factor XI levels or tissue plasminogen activator levels (pleiotropy),rs7935829,chr11:60175342,"A=0.595, G=0.405",0.856584944945696,1.0,NR,,,3e-26,
80,rs634475,Factor VII activity or levels,rs7946992,chr11:60177337,"C=0.405, T=0.595",0.856584944945696,1.0,0.39,0.016,,2e-16,
81,rs634475,Coronary artery disease or factor VII levels (pleiotropy),rs7946992,chr11:60177337,"C=0.405, T=0.595",0.856584944945696,1.0,NR,,,4e-17,
82,rs634475,Ischemic stroke or factor VII levels (pleiotropy),rs7946992,chr11:60177337,"C=0.405, T=0.595",0.856584944945696,1.0,NR,,,7.000000000000001e-18,
83,rs634475,Venous thromboembolism or factor VII levels (pleiotropy),rs7946992,chr11:60177337,"C=0.405, T=0.595",0.856584944945696,1.0,NR,,,1e-17,
84,rs634475,Neutrophil count,rs12453,chr11:60178272,"C=0.405, T=0.595",0.856584944945696,1.0,0.370849,,,4e-12,
85,rs634475,Neutrophil count,rs12453,chr11:60178272,"C=0.405, T=0.595",0.856584944945696,1.0,0.40604,0.01511,0.011-0.019,1e-14,
86,rs634475,Factor VII levels,rs12453,chr11:60178272,"C=0.405, T=0.595",0.856584944945696,1.0,NR,0.01688681,0.011-0.023,2e-08,
87,rs634475,Heel bone mineral density,rs17602572,chr11:60180901,"C=0.598, G=0.402",0.8460338198514316,1.0,NR,0.028064999999999996,0.024-0.032,1e-43,
88,rs634475,Heel bone mineral density,rs17602572,chr11:60180901,"C=0.598, G=0.402",0.8460338198514316,1.0,0.595052,0.0254317,0.022-0.029,1e-41,
89,rs634475,Heel bone mineral density,rs17602572,chr11:60180901,"C=0.598, G=0.402",0.8460338198514316,1.0,0.599513,0.030439499999999998,0.024-0.037,1e-19,
90,rs634475,Heel bone mineral density,rs17602572,chr11:60180901,"C=0.598, G=0.402",0.8460338198514316,1.0,0.599122,0.023127599999999998,0.014-0.032,5e-07,
91,rs634475,Heel bone mineral density,rs17602572,chr11:60180901,"C=0.598, G=0.402",0.8460338198514316,1.0,0.599961,0.0367624,0.027-0.047,4e-13,
92,rs634475,Alzheimer's disease or family history of Alzheimer's disease,rs2081545,chr11:60190907,"A=0.406, C=0.594",0.8375927015259957,0.9868145119010172,0.381,7.97,-,1.9999999999999998e-15,
93,rs634475,Heel bone mineral density,rs7926354,chr11:60194716,"A=0.408, G=0.592",0.8371631077728017,0.9825051084735448,NR,,,5e-45,
94,rs634475,White matter hyperintensity volume x hypertension interaction (2df),rs28672915,chr11:60200909,"C=0.593, T=0.407",0.8336497904100322,0.9824623336776364,0.1468,,,3e-08,
95,rs634475,Alzheimer’s disease polygenic risk score (upper quantile vs lower quantile),rs367670643,chr11:60201232,"A=0.406, G=0.594",0.8301482264432518,0.982419349201356,NR,,,2.0000000000000002e-21,
